INFO  11:10:06,007 | james.mailprocessor | Matcher All instantiated.
INFO  11:52:17,394 | james.mailetcontext | Local delivered mail Mail1493459537326-c9d1ddfb-0e2e-471b-8a16-f21210571397 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:52:27,450 | james.mailetcontext | Local delivered mail Mail1493459547390-c2528709-fad0-4ee5-8879-873376f73463 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:52:37,526 | james.mailetcontext | Local delivered mail Mail1493459557464-fa0ba53d-b18d-465b-88ea-fcb782951679 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:52:47,611 | james.mailetcontext | Local delivered mail Mail1493459567542-bfdfd985-c473-485c-825f-03612c983adb sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:52:57,654 | james.mailetcontext | Local delivered mail Mail1493459577607-aa4947d2-25cd-4967-8d39-b2e30251e1d5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:07,726 | james.mailetcontext | Local delivered mail Mail1493459587679-27056f07-628e-4660-ba15-0218aef904f3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:17,802 | james.mailetcontext | Local delivered mail Mail1493459597750-2fbb61a1-0e52-4c38-bfdd-1e017ddee830 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:27,909 | james.mailetcontext | Local delivered mail Mail1493459607833-bd89ca1b-3e12-46cc-a612-2404ad01c487 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:37,954 | james.mailetcontext | Local delivered mail Mail1493459617905-b2a32d9c-83be-48a9-97b8-23a3ee31ecaa sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:48,052 | james.mailetcontext | Local delivered mail Mail1493459627991-0890efab-4815-4081-8fb8-92b022d0c1a5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:53:58,176 | james.mailetcontext | Local delivered mail Mail1493459638098-b33ace8f-162d-4c41-bda7-ec34a662b06f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:08,247 | james.mailetcontext | Local delivered mail Mail1493459648192-f4349983-bb2f-455b-916c-136b61048f00 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:18,308 | james.mailetcontext | Local delivered mail Mail1493459658254-9d52c6cb-635b-4080-83e8-dfa79d8b2af4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:28,374 | james.mailetcontext | Local delivered mail Mail1493459668322-b693f4c2-4451-4514-8ea8-a1f34c7d7bd6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:38,461 | james.mailetcontext | Local delivered mail Mail1493459678390-9ac71944-e132-426b-a280-e0c668aad8a0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:48,515 | james.mailetcontext | Local delivered mail Mail1493459688455-7afb7410-7ea4-44d5-ab1a-640370d8b0b9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:54:58,603 | james.mailetcontext | Local delivered mail Mail1493459698539-a5d00a7d-c643-41b4-b0fd-fe9944735b86 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:08,728 | james.mailetcontext | Local delivered mail Mail1493459708665-fa59a07e-3820-469b-b670-c554e9ad7510 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:18,797 | james.mailetcontext | Local delivered mail Mail1493459718739-c9a05ca3-cd50-42a5-8cf8-271821d8bac1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:28,860 | james.mailetcontext | Local delivered mail Mail1493459728802-338115b0-281c-4ba3-a204-d36b338088cb sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:38,912 | james.mailetcontext | Local delivered mail Mail1493459738862-0d1c3404-1574-4c6d-8ab7-53be6a7c09e6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:48,977 | james.mailetcontext | Local delivered mail Mail1493459748928-68f99711-91d3-48dd-b371-e732f83b1392 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:55:59,045 | james.mailetcontext | Local delivered mail Mail1493459758988-ea382adf-dd04-4e53-ba76-d8ad8b113233 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:09,129 | james.mailetcontext | Local delivered mail Mail1493459769067-f2fe7b23-0ef6-46fc-84bc-19a28619f799 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:19,199 | james.mailetcontext | Local delivered mail Mail1493459779138-da2d22fa-a1e0-4e6e-8aa0-a91d775fb6a3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:29,268 | james.mailetcontext | Local delivered mail Mail1493459789207-969b331a-30f1-471e-9363-8cdc2d0be8c9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:39,365 | james.mailetcontext | Local delivered mail Mail1493459799283-60d00935-e659-4333-ae21-9e5da36aef28 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:49,401 | james.mailetcontext | Local delivered mail Mail1493459809343-cc8a3dcd-797b-4d5d-b23a-23ef9f4eb287 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:56:59,464 | james.mailetcontext | Local delivered mail Mail1493459819417-5ef39908-6979-43b2-b316-7f97cc287ae7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:57:09,533 | james.mailetcontext | Local delivered mail Mail1493459829485-2c7ca3f8-fac1-47f1-a8c2-7952bfdedd3c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:57:19,604 | james.mailetcontext | Local delivered mail Mail1493459839553-d11487fe-6ddb-42c1-8b22-67c12e69c0d0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:57:29,720 | james.mailetcontext | Local delivered mail Mail1493459849646-d3f024b3-8a2b-46cb-b64d-3bb7e3080981 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:57:39,979 | james.mailetcontext | Local delivered mail Mail1493459859918-6e95c90c-435c-496f-8307-0fff694041be sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:57:50,045 | james.mailetcontext | Local delivered mail Mail1493459869984-b3c198ac-2eb1-43be-90b7-592976a79be0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:00,101 | james.mailetcontext | Local delivered mail Mail1493459880054-001df7f5-c542-4112-a3b0-954322b59a31 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:10,193 | james.mailetcontext | Local delivered mail Mail1493459890133-34662e40-a70c-4682-b914-1d1e86da9cdc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:20,256 | james.mailetcontext | Local delivered mail Mail1493459900199-c373cfff-634d-4fe6-965d-0c36ebaf3583 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:30,307 | james.mailetcontext | Local delivered mail Mail1493459910260-b26dafc9-2baf-4bc7-8b63-8f9f28215ef1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:40,377 | james.mailetcontext | Local delivered mail Mail1493459920329-c53710c3-b789-4110-afd2-baf3505fcdfc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:58:50,466 | james.mailetcontext | Local delivered mail Mail1493459930402-1c325d1f-57ac-4f26-a834-d25602044d30 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:00,539 | james.mailetcontext | Local delivered mail Mail1493459940481-d9588710-0f12-4d3f-8c22-1dcd8636afc4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:10,591 | james.mailetcontext | Local delivered mail Mail1493459950545-c09fd62a-498d-4d82-9174-1fce8efe88c2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:20,711 | james.mailetcontext | Local delivered mail Mail1493459960662-7c930381-6fd0-4321-9106-8ce597fb9a4d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:30,765 | james.mailetcontext | Local delivered mail Mail1493459970722-e5c316c3-1cbc-4a58-9b15-1e3d6f597a85 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:40,854 | james.mailetcontext | Local delivered mail Mail1493459980797-32072d02-c645-48a0-b300-b005d038534d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:59:50,960 | james.mailetcontext | Local delivered mail Mail1493459990882-c7c732fc-1f46-4da9-b8f6-a42875d778e5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:01,016 | james.mailetcontext | Local delivered mail Mail1493460000965-78fc82cc-3be9-4ff0-9291-9aaff3ba99cf sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:11,115 | james.mailetcontext | Local delivered mail Mail1493460011050-2130ecd0-b533-4d25-87bb-6194190f8c94 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:21,171 | james.mailetcontext | Local delivered mail Mail1493460021112-39c91a8a-3d64-4ff1-82d6-709857f7856c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:31,235 | james.mailetcontext | Local delivered mail Mail1493460031177-ee9b34f8-88d2-4136-a14f-23a5bad1771d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:41,298 | james.mailetcontext | Local delivered mail Mail1493460041241-5fa889c1-967d-411e-88a0-213896e8cf17 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:00:51,369 | james.mailetcontext | Local delivered mail Mail1493460051306-a6bf7433-eebb-43cf-8d94-4c6a6de74fc2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:01,416 | james.mailetcontext | Local delivered mail Mail1493460061365-c3c11aeb-e18e-4998-b2e0-ee15a6d91847 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:11,501 | james.mailetcontext | Local delivered mail Mail1493460071444-40f0e1b5-b31c-457c-a4f6-ac2d30dc3ce1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:21,585 | james.mailetcontext | Local delivered mail Mail1493460081524-44ad2dc5-0cec-45ca-8b0a-daf60e31b318 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:31,672 | james.mailetcontext | Local delivered mail Mail1493460091615-64265840-ba62-4169-843a-8660aa92f1b3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:41,753 | james.mailetcontext | Local delivered mail Mail1493460101691-cf877353-df8a-4d39-8dc9-7c28e003f25b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:01:51,807 | james.mailetcontext | Local delivered mail Mail1493460111752-b288a5fa-3b69-4acd-8d96-9d5cdecd93da sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:01,861 | james.mailetcontext | Local delivered mail Mail1493460121811-a986c8e4-c329-41a6-ab35-96dbc1aaba1f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:11,935 | james.mailetcontext | Local delivered mail Mail1493460131880-86b14afb-24ed-4112-9b20-4a43cd4db214 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:21,999 | james.mailetcontext | Local delivered mail Mail1493460141946-59cd8e61-afe2-4198-9b9a-e1996b261890 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:32,054 | james.mailetcontext | Local delivered mail Mail1493460152009-c8a46465-b891-4b4e-b2bc-b50ee22f80b1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:42,115 | james.mailetcontext | Local delivered mail Mail1493460162069-5ffb2b49-a0ef-4a2c-94d7-efa718fb1cea sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:02:52,210 | james.mailetcontext | Local delivered mail Mail1493460172154-47eabbd6-99cc-48b6-8805-6467627344b6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:02,282 | james.mailetcontext | Local delivered mail Mail1493460182220-4d4c75a9-06ea-4953-84dc-1a5641f95b62 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:12,340 | james.mailetcontext | Local delivered mail Mail1493460192290-bb7a06d8-3175-4cde-b245-a9c875584fd8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:22,390 | james.mailetcontext | Local delivered mail Mail1493460202348-62bd0d53-7a6f-480a-9408-9a391eb55148 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:32,482 | james.mailetcontext | Local delivered mail Mail1493460212420-b8b0f54b-b84d-4eb0-bb13-7f781436fbd4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:42,545 | james.mailetcontext | Local delivered mail Mail1493460222486-a4bd355d-9e7f-4a9b-b702-ae4ee2b15c31 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:03:52,597 | james.mailetcontext | Local delivered mail Mail1493460232548-888b7dfe-d1b4-4449-b65f-89a6ebcf6c7a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:02,713 | james.mailetcontext | Local delivered mail Mail1493460242640-f99a118e-df1b-4893-916f-65f446d73170 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:12,858 | james.mailetcontext | Local delivered mail Mail1493460252792-4bdac44a-b2c0-4aac-80aa-791fe1fb16bc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:22,896 | james.mailetcontext | Local delivered mail Mail1493460262850-cd9d14a4-a878-4632-9828-a73d3ec9293b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:33,001 | james.mailetcontext | Local delivered mail Mail1493460272932-2745d31f-06fb-4424-96e9-b3a4b10b0dee sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:43,106 | james.mailetcontext | Local delivered mail Mail1493460283019-a8236489-159f-4775-9625-b1db86011306 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:04:53,203 | james.mailetcontext | Local delivered mail Mail1493460293143-a7dccbf6-4769-4627-8af0-b28323e5db76 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:03,269 | james.mailetcontext | Local delivered mail Mail1493460303205-6df56507-2c41-451b-9e9d-316ceef95f5e sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:13,344 | james.mailetcontext | Local delivered mail Mail1493460313282-b8375851-47ca-4f72-bdf0-9023c92f5198 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:23,405 | james.mailetcontext | Local delivered mail Mail1493460323356-a2f10121-4059-424a-9a10-abf40c777cfc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:33,458 | james.mailetcontext | Local delivered mail Mail1493460333416-9cb6671a-76b1-4e72-999e-2721c9b6e8a6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:43,519 | james.mailetcontext | Local delivered mail Mail1493460343477-f5168509-ba23-4458-ab8c-a2515fa253a2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:05:53,581 | james.mailetcontext | Local delivered mail Mail1493460353536-d8a0494c-9425-4258-9b06-7055f2631e45 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:03,668 | james.mailetcontext | Local delivered mail Mail1493460363615-53aba868-84b0-4e91-895e-15fad09079fd sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:13,731 | james.mailetcontext | Local delivered mail Mail1493460373683-e3450675-97b3-43c0-9495-47c6504af04b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:23,793 | james.mailetcontext | Local delivered mail Mail1493460383745-4cf56863-90f5-4c3f-b482-3f7220eb8e0e sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:33,872 | james.mailetcontext | Local delivered mail Mail1493460393809-bd14bb5e-47f9-49ab-91aa-b03d1e676d2f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:43,930 | james.mailetcontext | Local delivered mail Mail1493460403875-75240ef7-7f35-4c9d-b4ee-4b17050dc2dc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:06:53,975 | james.mailetcontext | Local delivered mail Mail1493460413932-8ad8a84b-034a-4851-82d0-b5f9fa889ef0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:04,079 | james.mailetcontext | Local delivered mail Mail1493460423993-a5fca3fb-1675-4430-8b62-4e8f66e96dfe sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:14,120 | james.mailetcontext | Local delivered mail Mail1493460434056-b98148d0-796a-4800-8faf-a8f07ef87180 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:24,185 | james.mailetcontext | Local delivered mail Mail1493460444115-4de4d039-6d98-4f9c-aa4b-da8eb410fb73 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:34,235 | james.mailetcontext | Local delivered mail Mail1493460454184-6e0462de-7e07-4c4d-b8fe-874378044820 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:44,344 | james.mailetcontext | Local delivered mail Mail1493460464253-ebe27c1f-4319-4420-a648-06dfed78a55b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:54,394 | james.mailetcontext | Local delivered mail Mail1493460474326-9261ebb8-4983-44c0-80be-ba52f4478d81 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:04,442 | james.mailetcontext | Local delivered mail Mail1493460484386-0627779b-6272-40a9-992f-1d1ab8b79bb7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:14,505 | james.mailetcontext | Local delivered mail Mail1493460494456-76e7e294-99c4-424d-9464-d236c0e13ae1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:24,573 | james.mailetcontext | Local delivered mail Mail1493460504525-5a44f1fc-5ca8-4ae1-971d-40a38a66c802 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:34,660 | james.mailetcontext | Local delivered mail Mail1493460514606-222047f7-96da-4745-acc5-855a419cd146 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:44,730 | james.mailetcontext | Local delivered mail Mail1493460524675-37367ed6-7c41-4763-aa82-abe2e7cc8290 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:54,789 | james.mailetcontext | Local delivered mail Mail1493460534734-04861706-54d8-4ade-b6c6-50cb91892f27 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:04,849 | james.mailetcontext | Local delivered mail Mail1493460544796-9cfca6d8-f9ab-49a8-8e60-d11d509c8279 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:14,907 | james.mailetcontext | Local delivered mail Mail1493460554856-57095291-df53-4fb1-9195-5b612b4bc2ae sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:24,967 | james.mailetcontext | Local delivered mail Mail1493460564916-275e631e-1e7e-44e8-8ab2-aeae953a95af sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:35,021 | james.mailetcontext | Local delivered mail Mail1493460574973-28576adf-ab51-4abb-b1df-2e375ae61c7b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:45,091 | james.mailetcontext | Local delivered mail Mail1493460585041-c4fa2766-54ad-4876-8f5d-6aa3c4e5296f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:55,150 | james.mailetcontext | Local delivered mail Mail1493460595102-180d0b23-221b-42bb-b229-151f4ad0c13f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:05,211 | james.mailetcontext | Local delivered mail Mail1493460605166-82e6f288-302a-4498-bae3-cc6a2c1e1dad sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:15,291 | james.mailetcontext | Local delivered mail Mail1493460615231-f34eb591-c950-41d0-a28b-64facd792a47 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:25,360 | james.mailetcontext | Local delivered mail Mail1493460625309-b71474f7-f92e-4acf-bb8e-17b1b71a45ff sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:35,420 | james.mailetcontext | Local delivered mail Mail1493460635372-6171475b-e2df-4c75-b424-3aa5b830965a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:45,495 | james.mailetcontext | Local delivered mail Mail1493460645432-a240fa4c-d5bf-43af-ad5d-4c1a96c7bfd0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:55,537 | james.mailetcontext | Local delivered mail Mail1493460655491-4577e012-43ce-499c-af21-5a5f8d623b9d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:05,596 | james.mailetcontext | Local delivered mail Mail1493460665547-ffe8fe9c-c502-4322-9fd4-5fb9b2ca92b9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:15,679 | james.mailetcontext | Local delivered mail Mail1493460675624-a0380e5a-c1d3-41e8-8fc8-1dd6eacb4645 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:25,731 | james.mailetcontext | Local delivered mail Mail1493460685684-10021eaa-5df9-4192-b1ac-0781ebf02054 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:35,794 | james.mailetcontext | Local delivered mail Mail1493460695742-ed0d0a90-40b9-4dde-88db-f2bdb8295cc9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:45,860 | james.mailetcontext | Local delivered mail Mail1493460705809-8cc5750a-2883-4acc-b9f8-4b4d71f71fb5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:55,952 | james.mailetcontext | Local delivered mail Mail1493460715891-c75cda04-ae9a-4ffe-b480-55cf642e4686 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:06,001 | james.mailetcontext | Local delivered mail Mail1493460725956-c3257eba-8060-4c31-a75b-16bbf1f29707 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:16,089 | james.mailetcontext | Local delivered mail Mail1493460736034-d3ec874e-dadc-47c0-928e-5ca9699826b8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:26,149 | james.mailetcontext | Local delivered mail Mail1493460746099-6a2e85c6-011c-48a0-be70-060438e85952 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:36,227 | james.mailetcontext | Local delivered mail Mail1493460756171-86e227a9-5a5f-4feb-9d39-b473ca9d08ac sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
