INFO  12:58:46,658 | james.smtpserver | Id='247754680' User='' Connection closed for 127.0.0.1
INFO  12:58:46,665 | james.imapserver | ID=1648584513 Connection established from 127.0.0.1
INFO  12:58:46,708 | james.mailetcontext | Local delivered mail Mail1493463526653-31f9259e-501a-4918-b8c6-a24544ffe1f0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:58:56,661 | james.imapserver | ID=1648584513 Connection closed for 127.0.0.1
INFO  12:58:56,665 | james.imapserver | ID=859518896 Connection established from 127.0.0.1
INFO  12:58:56,706 | james.imapserver | ID=859518896 Connection closed for 127.0.0.1
INFO  12:58:56,714 | james.smtpserver | Id='1377168432' User='' Connection established from 127.0.0.1
INFO  12:58:56,732 | james.smtpserver | Id='1377168432' User='' Successfully spooled mail Mail1493463536730-60ce37d9-741a-4e3a-85ce-11d5065e7765 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:58:56,735 | james.smtpserver | Id='1377168432' User='' Connection closed for 127.0.0.1
INFO  12:58:56,742 | james.imapserver | ID=1688835183 Connection established from 127.0.0.1
INFO  12:58:56,800 | james.mailetcontext | Local delivered mail Mail1493463536730-60ce37d9-741a-4e3a-85ce-11d5065e7765 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:59:06,743 | james.imapserver | ID=1688835183 Connection closed for 127.0.0.1
INFO  12:59:06,750 | james.imapserver | ID=667312307 Connection established from 127.0.0.1
INFO  12:59:06,825 | james.imapserver | ID=667312307 Connection closed for 127.0.0.1
INFO  12:59:06,834 | james.smtpserver | Id='594383627' User='' Connection established from 127.0.0.1
INFO  12:59:06,861 | james.smtpserver | Id='594383627' User='' Successfully spooled mail Mail1493463546858-6c244dac-92e0-450d-9baa-a75718aa88e8 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:59:06,865 | james.smtpserver | Id='594383627' User='' Connection closed for 127.0.0.1
INFO  12:59:06,875 | james.imapserver | ID=1586727883 Connection established from 127.0.0.1
INFO  12:59:06,930 | james.mailetcontext | Local delivered mail Mail1493463546858-6c244dac-92e0-450d-9baa-a75718aa88e8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:59:16,867 | james.imapserver | ID=1586727883 Connection closed for 127.0.0.1
INFO  12:59:16,871 | james.imapserver | ID=1437698495 Connection established from 127.0.0.1
INFO  12:59:16,909 | james.imapserver | ID=1437698495 Connection closed for 127.0.0.1
INFO  12:59:16,918 | james.smtpserver | Id='905591699' User='' Connection established from 127.0.0.1
INFO  12:59:16,944 | james.smtpserver | Id='905591699' User='' Successfully spooled mail Mail1493463556940-7cc18d52-b3e8-4f57-a172-5f1951f59213 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:59:16,956 | james.smtpserver | Id='905591699' User='' Connection closed for 127.0.0.1
INFO  12:59:16,967 | james.imapserver | ID=1785607824 Connection established from 127.0.0.1
INFO  12:59:17,003 | james.mailetcontext | Local delivered mail Mail1493463556940-7cc18d52-b3e8-4f57-a172-5f1951f59213 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:59:26,958 | james.imapserver | ID=1785607824 Connection closed for 127.0.0.1
INFO  12:59:26,964 | james.imapserver | ID=1200586596 Connection established from 127.0.0.1
INFO  12:59:27,006 | james.imapserver | ID=1200586596 Connection closed for 127.0.0.1
INFO  12:59:27,014 | james.smtpserver | Id='945643087' User='' Connection established from 127.0.0.1
INFO  12:59:27,032 | james.smtpserver | Id='945643087' User='' Successfully spooled mail Mail1493463567030-8cdaea20-af88-44f1-9eee-d6a0abdd12ee from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:59:27,035 | james.smtpserver | Id='945643087' User='' Connection closed for 127.0.0.1
INFO  12:59:27,042 | james.imapserver | ID=2111969262 Connection established from 127.0.0.1
INFO  12:59:27,086 | james.mailetcontext | Local delivered mail Mail1493463567030-8cdaea20-af88-44f1-9eee-d6a0abdd12ee sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:59:33,197 | james.imapserver | ID=462551279 Connection closed for 127.0.0.1
INFO  12:59:33,231 | james.imapserver | ID=2111969262 Connection closed for 127.0.0.1
INFO  12:59:34,992 | james.imapserver | ID=146972062 Connection established from 127.0.0.1
INFO  12:59:44,987 | james.imapserver | ID=146972062 Connection closed for 127.0.0.1
INFO  12:59:44,994 | james.imapserver | ID=403973168 Connection established from 127.0.0.1
INFO  12:59:45,026 | james.imapserver | ID=403973168 Connection closed for 127.0.0.1
INFO  12:59:45,068 | james.smtpserver | Id='225134130' User='' Connection established from 127.0.0.1
INFO  12:59:45,085 | james.smtpserver | Id='225134130' User='' Successfully spooled mail Mail1493463585083-8c6feb8f-6a66-4710-bb19-4d9b54de08aa from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:59:45,092 | james.smtpserver | Id='225134130' User='' Connection closed for 127.0.0.1
INFO  12:59:45,100 | james.imapserver | ID=1699508426 Connection established from 127.0.0.1
INFO  12:59:45,139 | james.mailetcontext | Local delivered mail Mail1493463585083-8c6feb8f-6a66-4710-bb19-4d9b54de08aa sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:59:49,023 | james.imapserver | ID=1699508426 Connection closed for 127.0.0.1
INFO  12:59:51,282 | james.imapserver | ID=154253189 Connection established from 127.0.0.1
INFO  13:00:01,259 | james.imapserver | ID=154253189 Connection closed for 127.0.0.1
INFO  13:00:01,263 | james.imapserver | ID=124509927 Connection established from 127.0.0.1
INFO  13:00:01,299 | james.imapserver | ID=124509927 Connection closed for 127.0.0.1
INFO  13:00:01,315 | james.smtpserver | Id='332309573' User='' Connection established from 127.0.0.1
INFO  13:00:01,335 | james.smtpserver | Id='332309573' User='' Successfully spooled mail Mail1493463601332-c1024daf-98fc-4cf6-b751-477ed6dfdba7 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:01,337 | james.smtpserver | Id='332309573' User='' Connection closed for 127.0.0.1
INFO  13:00:01,344 | james.imapserver | ID=1510406743 Connection established from 127.0.0.1
INFO  13:00:01,388 | james.mailetcontext | Local delivered mail Mail1493463601332-c1024daf-98fc-4cf6-b751-477ed6dfdba7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:00:07,607 | james.imapserver | ID=998112516 Connection established from 127.0.0.1
INFO  13:00:10,954 | james.imapserver | ID=2004287416 Connection established from 127.0.0.1
INFO  13:00:11,133 | james.imapserver | ID=99867376 Connection established from 127.0.0.1
INFO  13:00:11,342 | james.imapserver | ID=1510406743 Connection closed for 127.0.0.1
INFO  13:00:11,459 | james.imapserver | ID=616673382 Connection established from 127.0.0.1
INFO  13:00:11,521 | james.imapserver | ID=616673382 Connection closed for 127.0.0.1
INFO  13:00:11,529 | james.smtpserver | Id='1673298591' User='' Connection established from 127.0.0.1
INFO  13:00:11,552 | james.smtpserver | Id='1673298591' User='' Successfully spooled mail Mail1493463611549-af802a01-829b-4351-b460-07093620f5e7 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:11,556 | james.smtpserver | Id='1673298591' User='' Connection closed for 127.0.0.1
INFO  13:00:11,564 | james.imapserver | ID=1320422052 Connection established from 127.0.0.1
INFO  13:00:11,600 | james.mailetcontext | Local delivered mail Mail1493463611549-af802a01-829b-4351-b460-07093620f5e7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:00:13,478 | james.imapserver | ID=927577424 Connection established from 127.0.0.1
INFO  13:00:21,558 | james.imapserver | ID=1320422052 Connection closed for 127.0.0.1
INFO  13:00:21,561 | james.imapserver | ID=1771796924 Connection established from 127.0.0.1
INFO  13:00:21,605 | james.imapserver | ID=1771796924 Connection closed for 127.0.0.1
INFO  13:00:21,643 | james.smtpserver | Id='1576376241' User='' Connection established from 127.0.0.1
INFO  13:00:21,665 | james.smtpserver | Id='1576376241' User='' Successfully spooled mail Mail1493463621663-02b5dbac-1b1e-44be-bdf7-ef0226060103 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:21,674 | james.smtpserver | Id='1576376241' User='' Connection closed for 127.0.0.1
INFO  13:00:21,703 | james.imapserver | ID=180882949 Connection established from 127.0.0.1
INFO  13:00:21,733 | james.mailetcontext | Local delivered mail Mail1493463621663-02b5dbac-1b1e-44be-bdf7-ef0226060103 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:00:31,676 | james.imapserver | ID=180882949 Connection closed for 127.0.0.1
INFO  13:00:31,679 | james.imapserver | ID=445441302 Connection established from 127.0.0.1
INFO  13:00:31,705 | james.imapserver | ID=445441302 Connection closed for 127.0.0.1
INFO  13:00:31,714 | james.smtpserver | Id='1712342080' User='' Connection established from 127.0.0.1
INFO  13:00:31,734 | james.smtpserver | Id='1712342080' User='' Successfully spooled mail Mail1493463631731-63c28a3e-21d1-46c9-9fab-495f2df263fd from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:31,740 | james.smtpserver | Id='1712342080' User='' Connection closed for 127.0.0.1
INFO  13:00:31,746 | james.imapserver | ID=786595978 Connection established from 127.0.0.1
INFO  13:00:31,781 | james.mailetcontext | Local delivered mail Mail1493463631731-63c28a3e-21d1-46c9-9fab-495f2df263fd sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:00:41,743 | james.imapserver | ID=786595978 Connection closed for 127.0.0.1
INFO  13:00:41,746 | james.imapserver | ID=985903623 Connection established from 127.0.0.1
INFO  13:00:41,773 | james.imapserver | ID=985903623 Connection closed for 127.0.0.1
INFO  13:00:41,780 | james.smtpserver | Id='1402125494' User='' Connection established from 127.0.0.1
INFO  13:00:41,793 | james.smtpserver | Id='1402125494' User='' Successfully spooled mail Mail1493463641790-51289640-dd43-4b75-ad0a-84eb1faaf000 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:41,795 | james.smtpserver | Id='1402125494' User='' Connection closed for 127.0.0.1
INFO  13:00:41,802 | james.imapserver | ID=1694159776 Connection established from 127.0.0.1
INFO  13:00:41,832 | james.mailetcontext | Local delivered mail Mail1493463641790-51289640-dd43-4b75-ad0a-84eb1faaf000 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:00:51,798 | james.imapserver | ID=1694159776 Connection closed for 127.0.0.1
INFO  13:00:51,802 | james.imapserver | ID=1457302739 Connection established from 127.0.0.1
INFO  13:00:51,833 | james.imapserver | ID=1457302739 Connection closed for 127.0.0.1
INFO  13:00:51,842 | james.smtpserver | Id='707934340' User='' Connection established from 127.0.0.1
INFO  13:00:51,865 | james.smtpserver | Id='707934340' User='' Successfully spooled mail Mail1493463651861-24d6b895-bb13-46c6-b454-d55a31bd9f87 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:00:51,870 | james.smtpserver | Id='707934340' User='' Connection closed for 127.0.0.1
INFO  13:00:51,883 | james.imapserver | ID=221731879 Connection established from 127.0.0.1
INFO  13:00:51,915 | james.mailetcontext | Local delivered mail Mail1493463651861-24d6b895-bb13-46c6-b454-d55a31bd9f87 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:01,873 | james.imapserver | ID=221731879 Connection closed for 127.0.0.1
INFO  13:01:01,878 | james.imapserver | ID=218039504 Connection established from 127.0.0.1
INFO  13:01:01,921 | james.imapserver | ID=218039504 Connection closed for 127.0.0.1
INFO  13:01:01,931 | james.smtpserver | Id='288299585' User='' Connection established from 127.0.0.1
INFO  13:01:01,954 | james.smtpserver | Id='288299585' User='' Successfully spooled mail Mail1493463661952-c6a608f5-5706-439a-88f7-34428708385f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:01,957 | james.smtpserver | Id='288299585' User='' Connection closed for 127.0.0.1
INFO  13:01:01,963 | james.imapserver | ID=321454866 Connection established from 127.0.0.1
INFO  13:01:01,995 | james.mailetcontext | Local delivered mail Mail1493463661952-c6a608f5-5706-439a-88f7-34428708385f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:11,960 | james.imapserver | ID=321454866 Connection closed for 127.0.0.1
INFO  13:01:11,966 | james.imapserver | ID=1821840040 Connection established from 127.0.0.1
INFO  13:01:12,018 | james.imapserver | ID=1821840040 Connection closed for 127.0.0.1
INFO  13:01:12,030 | james.smtpserver | Id='1179680816' User='' Connection established from 127.0.0.1
INFO  13:01:12,069 | james.smtpserver | Id='1179680816' User='' Successfully spooled mail Mail1493463672064-4c91812f-0893-449f-9882-32ffec76ccd4 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:12,089 | james.smtpserver | Id='1179680816' User='' Connection closed for 127.0.0.1
INFO  13:01:12,110 | james.imapserver | ID=1450880804 Connection established from 127.0.0.1
INFO  13:01:12,152 | james.mailetcontext | Local delivered mail Mail1493463672064-4c91812f-0893-449f-9882-32ffec76ccd4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:22,088 | james.imapserver | ID=1450880804 Connection closed for 127.0.0.1
INFO  13:01:22,092 | james.imapserver | ID=1211838307 Connection established from 127.0.0.1
INFO  13:01:22,127 | james.imapserver | ID=1211838307 Connection closed for 127.0.0.1
INFO  13:01:22,135 | james.smtpserver | Id='187078348' User='' Connection established from 127.0.0.1
INFO  13:01:22,153 | james.smtpserver | Id='187078348' User='' Successfully spooled mail Mail1493463682150-9df15a7d-6c1c-4734-ab0f-46eea50c2a1c from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:22,156 | james.smtpserver | Id='187078348' User='' Connection closed for 127.0.0.1
INFO  13:01:22,163 | james.imapserver | ID=1179055812 Connection established from 127.0.0.1
INFO  13:01:22,206 | james.mailetcontext | Local delivered mail Mail1493463682150-9df15a7d-6c1c-4734-ab0f-46eea50c2a1c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:32,158 | james.imapserver | ID=1179055812 Connection closed for 127.0.0.1
INFO  13:01:32,162 | james.imapserver | ID=544071335 Connection established from 127.0.0.1
INFO  13:01:32,221 | james.imapserver | ID=544071335 Connection closed for 127.0.0.1
INFO  13:01:32,234 | james.smtpserver | Id='1597397290' User='' Connection established from 127.0.0.1
INFO  13:01:32,272 | james.smtpserver | Id='1597397290' User='' Successfully spooled mail Mail1493463692269-ef7bbcff-33a0-4f6c-8704-0f9e249c026b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:32,286 | james.smtpserver | Id='1597397290' User='' Connection closed for 127.0.0.1
INFO  13:01:32,304 | james.imapserver | ID=667610364 Connection established from 127.0.0.1
INFO  13:01:32,326 | james.mailetcontext | Local delivered mail Mail1493463692269-ef7bbcff-33a0-4f6c-8704-0f9e249c026b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:42,289 | james.imapserver | ID=667610364 Connection closed for 127.0.0.1
INFO  13:01:42,292 | james.imapserver | ID=1024083300 Connection established from 127.0.0.1
INFO  13:01:42,328 | james.imapserver | ID=1024083300 Connection closed for 127.0.0.1
INFO  13:01:42,335 | james.smtpserver | Id='301236297' User='' Connection established from 127.0.0.1
INFO  13:01:42,350 | james.smtpserver | Id='301236297' User='' Successfully spooled mail Mail1493463702348-5136efe9-e6e5-40ea-861e-c18d0a393ccc from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:42,353 | james.smtpserver | Id='301236297' User='' Connection closed for 127.0.0.1
INFO  13:01:42,359 | james.imapserver | ID=1159059411 Connection established from 127.0.0.1
INFO  13:01:42,395 | james.mailetcontext | Local delivered mail Mail1493463702348-5136efe9-e6e5-40ea-861e-c18d0a393ccc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:01:52,358 | james.imapserver | ID=1159059411 Connection closed for 127.0.0.1
INFO  13:01:52,363 | james.imapserver | ID=952054293 Connection established from 127.0.0.1
INFO  13:01:52,407 | james.imapserver | ID=952054293 Connection closed for 127.0.0.1
INFO  13:01:52,415 | james.smtpserver | Id='1236005638' User='' Connection established from 127.0.0.1
INFO  13:01:52,432 | james.smtpserver | Id='1236005638' User='' Successfully spooled mail Mail1493463712430-2596431e-2d6d-4ed4-8d8d-a02c4fc9b5db from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:01:52,436 | james.smtpserver | Id='1236005638' User='' Connection closed for 127.0.0.1
INFO  13:01:52,445 | james.imapserver | ID=625325156 Connection established from 127.0.0.1
INFO  13:01:52,477 | james.mailetcontext | Local delivered mail Mail1493463712430-2596431e-2d6d-4ed4-8d8d-a02c4fc9b5db sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:02,440 | james.imapserver | ID=625325156 Connection closed for 127.0.0.1
INFO  13:02:02,445 | james.imapserver | ID=945889460 Connection established from 127.0.0.1
INFO  13:02:02,497 | james.imapserver | ID=945889460 Connection closed for 127.0.0.1
INFO  13:02:02,507 | james.smtpserver | Id='232732218' User='' Connection established from 127.0.0.1
INFO  13:02:02,528 | james.smtpserver | Id='232732218' User='' Successfully spooled mail Mail1493463722525-22f29447-e6b7-4ea5-88e1-c68c68a670a5 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:02,532 | james.smtpserver | Id='232732218' User='' Connection closed for 127.0.0.1
INFO  13:02:02,544 | james.imapserver | ID=1411877856 Connection established from 127.0.0.1
INFO  13:02:02,588 | james.mailetcontext | Local delivered mail Mail1493463722525-22f29447-e6b7-4ea5-88e1-c68c68a670a5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:12,534 | james.imapserver | ID=1411877856 Connection closed for 127.0.0.1
INFO  13:02:12,537 | james.imapserver | ID=1621686975 Connection established from 127.0.0.1
INFO  13:02:12,567 | james.imapserver | ID=1621686975 Connection closed for 127.0.0.1
INFO  13:02:12,574 | james.smtpserver | Id='2007137991' User='' Connection established from 127.0.0.1
INFO  13:02:12,589 | james.smtpserver | Id='2007137991' User='' Successfully spooled mail Mail1493463732587-283432d6-f4ea-4268-a9ea-81d344da8cce from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:12,592 | james.smtpserver | Id='2007137991' User='' Connection closed for 127.0.0.1
INFO  13:02:12,606 | james.imapserver | ID=469167118 Connection established from 127.0.0.1
INFO  13:02:12,659 | james.mailetcontext | Local delivered mail Mail1493463732587-283432d6-f4ea-4268-a9ea-81d344da8cce sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:13,959 | james.smtpserver | Id='1526842219' User='' Connection established from 127.0.0.1
INFO  13:02:13,974 | james.smtpserver | Id='1526842219' User='' Successfully spooled mail Mail1493463733973-7efb3a4d-729c-4fb6-bccc-875380bcb45a from NETKO@localhost on lmlicenses.wip4.adobe.com/127.0.0.1 for [servis@nwtis.nastava.foi.hr]
INFO  13:02:13,978 | james.smtpserver | Id='1526842219' User='' Connection closed for 127.0.0.1
INFO  13:02:14,039 | james.mailetcontext | Local delivered mail Mail1493463733973-7efb3a4d-729c-4fb6-bccc-875380bcb45a sucessfully from NETKO@localhost to servis@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:22,595 | james.imapserver | ID=469167118 Connection closed for 127.0.0.1
INFO  13:02:22,597 | james.imapserver | ID=97380383 Connection established from 127.0.0.1
INFO  13:02:22,640 | james.imapserver | ID=97380383 Connection closed for 127.0.0.1
INFO  13:02:22,665 | james.imapserver | ID=99867376 Connection closed for 127.0.0.1
INFO  13:02:22,674 | james.smtpserver | Id='1652219619' User='' Connection established from 127.0.0.1
INFO  13:02:22,686 | james.imapserver | ID=998112516 Connection closed for 127.0.0.1
INFO  13:02:22,691 | james.imapserver | ID=2004287416 Connection closed for 127.0.0.1
INFO  13:02:22,697 | james.smtpserver | Id='1652219619' User='' Successfully spooled mail Mail1493463742694-709d1416-0753-4a9b-9270-7e88321d38b8 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:22,701 | james.smtpserver | Id='1652219619' User='' Connection closed for 127.0.0.1
INFO  13:02:22,707 | james.imapserver | ID=1792695720 Connection established from 127.0.0.1
INFO  13:02:22,745 | james.mailetcontext | Local delivered mail Mail1493463742694-709d1416-0753-4a9b-9270-7e88321d38b8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:32,702 | james.imapserver | ID=1792695720 Connection closed for 127.0.0.1
INFO  13:02:32,708 | james.imapserver | ID=506153094 Connection established from 127.0.0.1
INFO  13:02:32,808 | james.imapserver | ID=506153094 Connection closed for 127.0.0.1
INFO  13:02:32,816 | james.smtpserver | Id='1118422554' User='' Connection established from 127.0.0.1
INFO  13:02:32,838 | james.smtpserver | Id='1118422554' User='' Successfully spooled mail Mail1493463752836-bea8f5e3-c0e6-443a-8b3f-05ecacfe8301 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:32,841 | james.smtpserver | Id='1118422554' User='' Connection closed for 127.0.0.1
INFO  13:02:32,849 | james.imapserver | ID=1660918433 Connection established from 127.0.0.1
INFO  13:02:32,916 | james.mailetcontext | Local delivered mail Mail1493463752836-bea8f5e3-c0e6-443a-8b3f-05ecacfe8301 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:34,296 | james.smtpserver | Id='644856863' User='' Connection established from 127.0.0.1
INFO  13:02:34,311 | james.smtpserver | Id='644856863' User='' Successfully spooled mail Mail1493463754309-14ffeb88-eef0-4a6c-8f28-64b4b3cb98a6 from NETKO@localhost on lmlicenses.wip4.adobe.com/127.0.0.1 for [servis@nwtis.nastava.foi.hr]
INFO  13:02:34,315 | james.smtpserver | Id='644856863' User='' Connection closed for 127.0.0.1
INFO  13:02:34,394 | james.mailetcontext | Local delivered mail Mail1493463754309-14ffeb88-eef0-4a6c-8f28-64b4b3cb98a6 sucessfully from NETKO@localhost to servis@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:42,842 | james.imapserver | ID=1660918433 Connection closed for 127.0.0.1
INFO  13:02:42,845 | james.imapserver | ID=877805764 Connection established from 127.0.0.1
INFO  13:02:42,878 | james.imapserver | ID=877805764 Connection closed for 127.0.0.1
INFO  13:02:42,885 | james.smtpserver | Id='252775501' User='' Connection established from 127.0.0.1
INFO  13:02:42,902 | james.smtpserver | Id='252775501' User='' Successfully spooled mail Mail1493463762900-03921661-5404-40a4-97c1-43ed190cd4c3 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:42,906 | james.smtpserver | Id='252775501' User='' Connection closed for 127.0.0.1
INFO  13:02:42,912 | james.imapserver | ID=1972609720 Connection established from 127.0.0.1
INFO  13:02:42,989 | james.mailetcontext | Local delivered mail Mail1493463762900-03921661-5404-40a4-97c1-43ed190cd4c3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:02:52,908 | james.imapserver | ID=1972609720 Connection closed for 127.0.0.1
INFO  13:02:52,911 | james.imapserver | ID=1768669337 Connection established from 127.0.0.1
INFO  13:02:52,951 | james.imapserver | ID=1768669337 Connection closed for 127.0.0.1
INFO  13:02:52,959 | james.smtpserver | Id='1906170664' User='' Connection established from 127.0.0.1
INFO  13:02:52,981 | james.smtpserver | Id='1906170664' User='' Successfully spooled mail Mail1493463772976-a22ee86b-3c9f-45d2-8031-c35ef4584fb6 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:02:52,984 | james.smtpserver | Id='1906170664' User='' Connection closed for 127.0.0.1
INFO  13:02:52,989 | james.imapserver | ID=1380899130 Connection established from 127.0.0.1
INFO  13:02:53,020 | james.mailetcontext | Local delivered mail Mail1493463772976-a22ee86b-3c9f-45d2-8031-c35ef4584fb6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:03:02,987 | james.imapserver | ID=1380899130 Connection closed for 127.0.0.1
INFO  13:03:02,990 | james.imapserver | ID=1709298918 Connection established from 127.0.0.1
INFO  13:03:03,019 | james.imapserver | ID=1709298918 Connection closed for 127.0.0.1
INFO  13:03:03,025 | james.smtpserver | Id='1364451036' User='' Connection established from 127.0.0.1
INFO  13:03:03,044 | james.smtpserver | Id='1364451036' User='' Successfully spooled mail Mail1493463783040-c0bb64d1-6b07-450c-b96f-2684636e5328 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  13:03:03,047 | james.smtpserver | Id='1364451036' User='' Connection closed for 127.0.0.1
INFO  13:03:03,055 | james.imapserver | ID=2047652370 Connection established from 127.0.0.1
INFO  13:03:03,097 | james.mailetcontext | Local delivered mail Mail1493463783040-c0bb64d1-6b07-450c-b96f-2684636e5328 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  13:03:13,050 | james.imapserver | ID=2047652370 Connection closed for 127.0.0.1
INFO  13:03:13,055 | james.imapserver | ID=240011876 Connection established from 127.0.0.1
INFO  13:03:13,089 | james.imapserver | ID=240011876 Connection closed for 127.0.0.1
INFO  13:03:13,096 | james.smtpserver | Id='747284560' User='' Connection established from 127.0.0.1
